curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_h/10.1002_advs.201903047/Fig4_D_stability_performance_curve_pce/10.1002_advs.201903047__Fig4__D__stability_performance_curve_pce__Current_method__Series_2.csv,x_time_h,10.1002/advs.201903047,Fig4_D,Series_2,excluded,Curve max time 197.3h < 200.0h (curve too short),58,,196.71561268853395,58,98.35780634426698,hours
x_time_h/10.1002_advs.201903047/Fig4_D_stability_performance_curve_pce/10.1002_advs.201903047__Fig4__D__stability_performance_curve_pce__One_step__Series_1.csv,x_time_h,10.1002/advs.201903047,Fig4_D,Series_1,excluded,Curve max time 199.0h < 200.0h (curve too short),59,,196.71561268853395,58,98.35780634426698,hours
x_time_h/10.1002_advs.201903250/Fig5_D_tga_stability_performance_curve_pce/10.1002_advs.201903250__Fig5__D__tga_stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1002/advs.201903250,Fig5_D,Series_2,excluded,Curve max time 120.2h < 200.0h (curve too short),43,,120.84370268759173,43,60.421851343795865,hours
x_time_h/10.1002_advs.201903250/Fig5_D_tga_stability_performance_curve_pce/10.1002_advs.201903250__Fig5__D__tga_stability_performance_curve_pce__wTGA__Series_3.csv,x_time_h,10.1002/advs.201903250,Fig5_D,Series_3,excluded,Curve max time 97.4h < 200.0h (curve too short),35,,97.82585455662188,35,48.91292727831094,hours
x_time_h/10.1002_advs.201903250/Fig5_E_tga_stability_performance_curve_pce/10.1002_advs.201903250__Fig5__E__tga_stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1002/advs.201903250,Fig5_E,Series_1,excluded,Curve max time 99.7h < 200.0h (curve too short),36,,100.11929547725634,36,50.05964773862818,hours
x_time_h/10.1002_advs.201903250/Fig5_E_tga_stability_performance_curve_pce/10.1002_advs.201903250__Fig5__E__tga_stability_performance_curve_pce__wTGA__Series_2.csv,x_time_h,10.1002/advs.201903250,Fig5_E,Series_2,excluded,Curve max time 97.1h < 200.0h (curve too short),35,,97.25874417790618,35,48.62937208895309,hours
x_time_h/10.1002_aenm.201601156/Fig4_A_pce/10.1002_aenm.201601156__Fig4__A__pce__Spiro-OMeTAD__Series_1.csv,x_time_h,10.1002/aenm.201601156,Fig4_A,Series_1,excluded,Curve max time 191.6h < 200.0h (curve too short),61,,192.82482397384226,61,96.41241198692113,hours
x_time_h/10.1002_aenm.201602120/Fig4_A_pce/10.1002_aenm.201602120__Fig4__A__pce__PCBM__Series_2.csv,x_time_h,10.1002/aenm.201602120,Fig4_A,Series_2,excluded,Curve max time 47.7h < 200.0h (curve too short),24,,47.85913396008473,24,23.929566980042367,hours
x_time_h/10.1002_aenm.201802774/Fig3_C_stability_performance_curve_pce/10.1002_aenm.201802774__Fig3__C__stability_performance_curve_pce__w_oGDR__Series_1.csv,x_time_h,10.1002/aenm.201802774,Fig3_C,Series_1,excluded,Curve max time 118.4h < 200.0h (curve too short),65,,118.12783678610772,65,59.06391839305386,hours
x_time_h/10.1002_aenm.201803287/Fig6_B_stability_performance_curve_pce/10.1002_aenm.201803287__Fig6__B__stability_performance_curve_pce__o-Doped_Spiro-OMeTAD__Series_1.csv,x_time_h,10.1002/aenm.201803287,Fig6_B,Series_1,excluded,Curve max time 118.0h < 200.0h (curve too short),52,,118.28319105703667,52,59.141595528518344,hours
x_time_h/10.1002_aenm.201900243/Fig6_C_stability_performance_curve/10.1002_aenm.201900243__Fig6__C__stability_performance_curve__wlo__Series_2.csv,x_time_h,10.1002/aenm.201900243,Fig6_C,Series_2,excluded,Curve max time 198.3h < 200.0h (curve too short),131,,196.5479747597133,131,98.27398737985665,hours
"x_time_h/10.1002_aenm.201901980/Fig3_A_stability_performance_curve_pce/10.1002_aenm.201901980__Fig3__A__stability_performance_curve_pce__MAPbI,Br__Series_3.csv",x_time_h,10.1002/aenm.201901980,Fig3_A,Series_3,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",37,,196.08370080689565,6,98.04185040344782,hours
x_time_h/10.1002_aenm.201901980/Fig3_A_stability_performance_curve_pce/10.1002_aenm.201901980__Fig3__A__stability_performance_curve_pce__O—MAPbl₃__Series_1.csv,x_time_h,10.1002/aenm.201901980,Fig3_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",38,,196.08370080689554,6,98.04185040344777,hours
x_time_h/10.1002_aenm.201902239/Fig5_C_stability_performance_curve_pce/10.1002_aenm.201902239__Fig5__C__stability_performance_curve_pce__control__Series_1.csv,x_time_h,10.1002/aenm.201902239,Fig5_C,Series_1,excluded,Curve max time 157.2h < 200.0h (curve too short),43,,157.21868505161348,43,78.60934252580674,hours
x_time_h/10.1002_aenm.201903654/Fig5_E_mppt_stability_performance_curve_pce/10.1002_aenm.201903654__Fig5__E__mppt_stability_performance_curve_pce__3D__Series_2.csv,x_time_h,10.1002/aenm.201903654,Fig5_E,Series_2,excluded,Curve max time 141.4h < 200.0h (curve too short),49,,140.1666167465757,49,70.08330837328785,hours
x_time_h/10.1002_aenm.202000694/Fig5_E_stability_performance_curve_pce/10.1002_aenm.202000694__Fig5__E__stability_performance_curve_pce__MAPbI₃__Series_2.csv,x_time_h,10.1002/aenm.202000694,Fig5_E,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 94% of window)",38,,188.73349453852018,6,94.36674726926009,hours
x_time_h/10.1002_aenm.202001920/Fig3_A_stability_performance_curve_pattern/10.1002_aenm.202001920__Fig3__A__stability_performance_curve_pattern__Perovskite__Series_1.csv,x_time_h,10.1002/aenm.202001920,Fig3_A,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 96% of window)",53,,192.128086894695,7,96.0640434473475,hours
x_time_h/10.1002_aenm.202002004/Fig5_F_stability_performance_curve/10.1002_aenm.202002004__Fig5__F__stability_performance_curve__Control__Series_1.csv,x_time_h,10.1002/aenm.202002004,Fig5_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",47,,189.26431240018536,9,94.63215620009268,hours
x_time_h/10.1002_aenm.202002966/Fig5_F_stability_performance_curve_pce/10.1002_aenm.202002966__Fig5__F__stability_performance_curve_pce__2D__Series_2.csv,x_time_h,10.1002/aenm.202002966,Fig5_F,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 100% of window)",47,,199.17796906138074,9,99.58898453069037,hours
x_time_h/10.1002_aenm.202100529/Fig6_I_stability_performance_curve_pce/10.1002_aenm.202100529__Fig6__I__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1002/aenm.202100529,Fig6_I,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 88% of window)",69,,176.06633452578774,5,88.03316726289387,hours
x_time_h/10.1002_aenm.202301218/Fig3_E_mppt_stability_performance_curve_pce_eqe/10.1002_aenm.202301218__Fig3__E__mppt_stability_performance_curve_pce_eqe__Control__Series_2.csv,x_time_h,10.1002/aenm.202301218,Fig3_E,Series_2,excluded,Curve max time 88.8h < 200.0h (curve too short),12,,83.57878629826688,12,41.78939314913344,hours
x_time_h/10.1002_aenm.202301218/Fig5_F_mppt_stability_performance_curve_pce/10.1002_aenm.202301218__Fig5__F__mppt_stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1002/aenm.202301218,Fig5_F,Series_2,excluded,Curve max time 176.5h < 200.0h (curve too short),13,,171.36501269961312,13,85.68250634980656,hours
x_time_h/10.1002_anie.202004256/Fig4_F_stability_performance_curve_voc/10.1002_anie.202004256__Fig4__F__stability_performance_curve_voc__DMF_DMSO__Series_1.csv,x_time_h,10.1002/anie.202004256,Fig4_F,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 93% of window)",41,,186.25392533657924,6,93.12696266828962,hours
x_time_h/10.1002_anie.202301234/Fig3_E_stability_performance_curve/10.1002_anie.202301234__Fig3__E__stability_performance_curve__Control__Series_3.csv,x_time_h,10.1002/anie.202301234,Fig3_E,Series_3,excluded,"Too few unique time points (3) in [0,200]h window (data spans 75% of window)",29,,150.1859716259777,3,75.09298581298884,hours
x_time_h/10.1002_anie.202410069/Fig4_G_stability_performance_curve_pce/10.1002_anie.202410069__Fig4__G__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1002/anie.202410069,Fig4_G,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 96% of window)",79,,191.6279394574451,9,95.81396972872255,hours
x_time_h/10.1002_anie.202505470/Fig6_E_stability_performance_curve/10.1002_anie.202505470__Fig6__E__stability_performance_curve__Control__Series_2.csv,x_time_h,10.1002/anie.202505470,Fig6_E,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 90% of window)",88,,180.37550263527044,9,90.18775131763522,hours
x_time_h/10.1002_celc.201701054/Fig7_B_stability_performance_curve/10.1002_celc.201701054__Fig7__B__stability_performance_curve__α-Fe203__Series_2.csv,x_time_h,10.1002/celc.201701054,Fig7_B,Series_2,excluded,Curve max time 193.3h < 200.0h (curve too short),45,,192.7302857708259,45,96.36514288541295,hours
x_time_h/10.1002_cjoc.201800469/Fig5_A_stability_performance_curve_pce/10.1002_cjoc.201800469__Fig5__A__stability_performance_curve_pce__Perovskite__Series_1.csv,x_time_h,10.1002/cjoc.201800469,Fig5_A,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",36,,198.50496064984713,8,99.25248032492357,hours
x_time_h/10.1002_cssc.201501392/Fig5_whole_stability/10.1002_cssc.201501392__Fig5__whole__stability__spiro-OMeTAD__Series_2.csv,x_time_h,10.1002/cssc.201501392,Fig5,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 90% of window)",48,,179.79619076110117,9,89.89809538055059,hours
x_time_h/10.1002_cssc.202001629/Fig4_F_eis_plot_stability_performance_curve_pce/10.1002_cssc.202001629__Fig4__F__eis_plot_stability_performance_curve_pce__Pristine__Series_2.csv,x_time_h,10.1002/cssc.202001629,Fig4_F,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 91% of window)",23,,181.53149721569486,6,90.76574860784743,hours
x_time_h/10.1002_eem2.12089/Fig5_B_stability_performance_curve/10.1002_eem2.12089__Fig5__B__stability_performance_curve__Ag__Series_2.csv,x_time_h,10.1002/eem2.12089,Fig5_B,Series_2,excluded,Curve max time 99.5h < 200.0h (curve too short),25,,101.38821172830319,25,50.694105864151595,hours
x_time_h/10.1002_ente.201900728/Fig5_B_stability_performance_curve_pce/10.1002_ente.201900728__Fig5__B__stability_performance_curve_pce__MAPbI₃__Series_1.csv,x_time_h,10.1002/ente.201900728,Fig5_B,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 76% of window)",69,,151.48119797116897,4,75.74059898558448,hours
x_time_h/10.1002_inf2.12423/Fig3_H_stability_performance_curve_pce/10.1002_inf2.12423__Fig3__H__stability_performance_curve_pce__WIO_TFPA__Series_2.csv,x_time_h,10.1002/inf2.12423,Fig3_H,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 92% of window)",85,,184.55848363236362,5,92.27924181618181,hours
x_time_h/10.1002_pssr.202000062/Fig4_B_stability_performance_curve_pce/10.1002_pssr.202000062__Fig4__B__stability_performance_curve_pce__TiO2__Series_2.csv,x_time_h,10.1002/pssr.202000062,Fig4_B,Series_2,excluded,Curve max time 100.1h < 200.0h (curve too short),114,,92.98678308509177,114,46.493391542545886,hours
x_time_h/10.1002_smll.201904399/Fig6_A_stability/10.1002_smll.201904399__Fig6__A__stability__P3HT_Li+TBP__Series_2.csv,x_time_h,10.1002/smll.201904399,Fig6_A,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 93% of window)",50,,185.70897799897978,7,92.85448899948989,hours
x_time_h/10.1002_smll.201904399/Fig6_C_stability_performance_curve_pce/10.1002_smll.201904399__Fig6__C__stability_performance_curve_pce__P3HT_Li+TBP__Series_2.csv,x_time_h,10.1002/smll.201904399,Fig6_C,Series_2,excluded,Curve max time 101.6h < 200.0h (curve too short),51,,102.4019513312695,51,51.20097566563475,hours
x_time_h/10.1002_smll.201907283/Fig6_D_ff/10.1002_smll.201907283__Fig6__D__ff__WO__Series_2.csv,x_time_h,10.1002/smll.201907283,Fig6_D,Series_2,excluded,Curve max time 94.7h < 200.0h (curve too short),25,,95.19252482639368,25,47.59626241319684,hours
x_time_h/10.1002_smll.202003582/Fig7_F_xrd_pattern_stability_performance_curve/10.1002_smll.202003582__Fig7__F__xrd_pattern_stability_performance_curve__Pristine__Series_1.csv,x_time_h,10.1002/smll.202003582,Fig7_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 97% of window)",54,,194.34865364659572,9,97.17432682329786,hours
x_time_h/10.1002_smll.202101380/Fig5_G_stability_performance_curve_pce/10.1002_smll.202101380__Fig5__G__stability_performance_curve_pce__CsPb0.5Sn0.4512Br__Series_1.csv,x_time_h,10.1002/smll.202101380,Fig5_G,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",84,,184.40584658478076,9,92.20292329239038,hours
x_time_h/10.1002_smll.202101380/Fig5_H_stability_performance_curve_pce/10.1002_smll.202101380__Fig5__H__stability_performance_curve_pce__CsPbo.5Sn0.45l2Br__Series_1.csv,x_time_h,10.1002/smll.202101380,Fig5_H,Series_1,excluded,Curve max time 142.9h < 200.0h (curve too short),39,,143.77617817734725,39,71.88808908867362,hours
x_time_h/10.1002_smll.202102368/Fig4_B_stability_performance_curve_pce/10.1002_smll.202102368__Fig4__B__stability_performance_curve_pce__3D__Series_2.csv,x_time_h,10.1002/smll.202102368,Fig4_B,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",38,,189.81157104124486,9,94.90578552062243,hours
x_time_h/10.1002_smtd.201900476/Fig5_D_mppt_stability_performance_curve_pce_eqe/10.1002_smtd.201900476__Fig5__D__mppt_stability_performance_curve_pce_eqe__SnO₂__Series_2.csv,x_time_h,10.1002/smtd.201900476,Fig5_D,Series_2,excluded,Curve max time 193.4h < 200.0h (curve too short),53,,194.37540003024645,53,97.18770001512323,hours
x_time_h/10.1002_smtd.201900652/Fig5_E_stability_performance_curve_pce/10.1002_smtd.201900652__Fig5__E__stability_performance_curve_pce__150℃__Series_1.csv,x_time_h,10.1002/smtd.201900652,Fig5_E,Series_1,excluded,Curve max time 151.5h < 200.0h (curve too short),50,,151.14099694948203,50,75.57049847474102,hours
x_time_h/10.1002_smtd.202100856/Fig5_E_stability_performance_curve_pce/10.1002_smtd.202100856__Fig5__E__stability_performance_curve_pce__TiO2，PCEinitial=20.56%__Series_1.csv,x_time_h,10.1002/smtd.202100856,Fig5_E,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 74% of window)",57,,148.056523520906,3,74.028261760453,hours
x_time_h/10.1002_solr.201800290/Fig7_A_stability_performance_curve/10.1002_solr.201800290__Fig7__A__stability_performance_curve__W_O_TFEACI__Series_2.csv,x_time_h,10.1002/solr.201800290,Fig7_A,Series_2,excluded,Curve max time 120.0h < 200.0h (curve too short),22,,121.35189507276561,22,60.675947536382814,hours
x_time_h/10.1002_solr.201900030/Fig6_C_stability_performance_curve_pce/10.1002_solr.201900030__Fig6__C__stability_performance_curve_pce__Cs_0.15FA_0.85PbI_2.85Br_0.15__Series_1.csv,x_time_h,10.1002/solr.201900030,Fig6_C,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",26,,174.15260833718366,4,87.07630416859183,hours
x_time_h/10.1002_solr.201900030/Fig6_C_stability_performance_curve_pce/10.1002_solr.201900030__Fig6__C__stability_performance_curve_pce__MAPbI_3__Series_2.csv,x_time_h,10.1002/solr.201900030,Fig6_C,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",26,,174.15260833718366,4,87.07630416859183,hours
x_time_h/10.1002_solr.201900167/Fig4_D_stability_performance_curve/10.1002_solr.201900167__Fig4__D__stability_performance_curve__M&C-TiO₂__Series_2.csv,x_time_h,10.1002/solr.201900167,Fig4_D,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 22% of window)",6,,44.95185798948853,6,22.475928994744265,hours
x_time_h/10.1002_solr.201900319/Fig4_F_stability_performance_curve_eqe/10.1002_solr.201900319__Fig4__F__stability_performance_curve_eqe__FB-OMeTPA__Series_1.csv,x_time_h,10.1002/solr.201900319,Fig4_F,Series_1,excluded,Curve max time 119.0h < 200.0h (curve too short),44,,119.93690860118252,44,59.968454300591254,hours
x_time_h/10.1002_solr.202000164/Fig4_C_stability_performance_curve_pce/10.1002_solr.202000164__Fig4__C__stability_performance_curve_pce__CsPbI₂Br__Series_1.csv,x_time_h,10.1002/solr.202000164,Fig4_C,Series_1,excluded,Curve max time 120.1h < 200.0h (curve too short),151,,119.40298427368134,151,59.70149213684067,hours
x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPblz-BA__Series_2.csv,x_time_h,10.1002/solr.202000621,Fig6_B,Series_2,excluded,Curve max time 193.1h < 200.0h (curve too short),55,,187.6016496948677,55,93.80082484743384,hours
x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPblz-BP__Series_1.csv,x_time_h,10.1002/solr.202000621,Fig6_B,Series_1,excluded,Curve max time 145.5h < 200.0h (curve too short),42,,142.4382895831403,42,71.21914479157014,hours
x_time_h/10.1002_solr.202100040/Fig6_C_stability_performance_curve_pce/10.1002_solr.202100040__Fig6__C__stability_performance_curve_pce__Reference__Series_1.csv,x_time_h,10.1002/solr.202100040,Fig6_C,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 95% of window)",55,,189.25183376284326,6,94.62591688142163,hours
x_time_h/10.1002_solr.202100040/Fig6_D_pce/10.1002_solr.202100040__Fig6__D__pce__Reference__Series_2.csv,x_time_h,10.1002/solr.202100040,Fig6_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",17,,197.75181220713404,8,98.87590610356702,hours
x_time_h/10.1002_solr.202100040/Fig6_D_pce/10.1002_solr.202100040__Fig6__D__pce__WithTFPA__Series_1.csv,x_time_h,10.1002/solr.202100040,Fig6_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",55,,197.75181220713407,8,98.87590610356703,hours
x_time_h/10.1002_solr.202100285/Fig5_F_stability_performance_curve/10.1002_solr.202100285__Fig5__F__stability_performance_curve__Control__Series_3.csv,x_time_h,10.1002/solr.202100285,Fig5_F,Series_3,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",57,,184.6526857332534,8,92.3263428666267,hours
x_time_h/10.1002_solr.202100320/Fig7_F_stability_performance_curve_pce_pattern/10.1002_solr.202100320__Fig7__F__stability_performance_curve_pce_pattern__With_4F-PHCl__Series_2.csv,x_time_h,10.1002/solr.202100320,Fig7_F,Series_2,excluded,Curve max time 156.8h < 200.0h (curve too short),32,,156.5857733112173,32,78.29288665560865,hours
