curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0779,IFO-Valley,16.87180334,0.00586582,0.00657616,0.88209699,294,0.95581086,,,,,0.59269162,,,,,,,,41.88243401,88.22063985,0.27873742,0.82372825
SYN-0780,IFO-Slope,8.77833970,0.00985775,0.01275049,0.91932903,297,0.97473348,,,,,0.32403824,0.52564967,19.15423087,179.11596071,0.15571895,,,,,,,
SYN-0781,IFO-Hill,10.84765712,0.00784147,0.01041976,0.75157285,297,0.49290707,25.97143451,56.22770021,0.98683786,0.44962332,0.34957034,,,,,,,,,,,
SYN-0782,IFO-Valley,13.11880423,0.00912068,0.00707939,0.72346775,295,0.95799895,,,,,0.69089052,,,,,,,,41.38029457,79.89567529,0.38726157,0.79587699
SYN-0783,IFO-Slope,14.04046637,0.00497015,0.00415522,0.91449331,287,0.96744353,,,,,0.24942940,0.61026831,19.09022234,166.06193242,0.11452224,,,,,,,
SYN-0784,IFO-Slope,21.87144018,0.00409488,0.00948868,0.77724247,294,0.98358403,,,,,0.23427285,0.63381730,19.95887705,149.73950573,0.11750643,,,,,,,
SYN-0785,IFO-Hill,9.84232720,0.00532952,0.00511453,0.90247729,291,0.57301158,30.30008033,74.24825649,0.98396509,0.43118182,0.20451595,,,,,,,,,,,
SYN-0786,IFO-Hill,9.21233582,0.00404416,0.01033756,0.89215503,294,0.61880102,29.43605190,54.07961988,0.97473091,0.45562335,0.27022695,,,,,,,,,,,
SYN-0787,IFO-Slope,23.29179343,0.00424128,0.00597006,0.90275509,294,0.99958259,,,,,0.31425162,0.50331192,14.26408053,146.73165152,0.16512589,,,,,,,
SYN-0788,IFO-Valley,9.96753990,0.00696330,0.01076501,0.83250177,292,0.95608818,,,,,0.63045684,,,,,,,,39.61631519,99.13815343,0.42020431,0.82396158
SYN-0789,IFO-Bridge,10.82600044,0.00438315,0.01018579,0.86647489,281,0.64731949,,,0.98539907,,0.79707555,,,,,29.38289666,66.49747107,0.95230531,,,,
SYN-0790,IFO-Hill,13.50426734,0.00460554,0.01153162,0.90060240,292,0.51457380,29.47160829,62.69761710,0.99221778,0.41905589,0.31745384,,,,,,,,,,,
SYN-0791,IFO-Valley,12.47078945,0.00428083,0.00986727,0.85668435,291,0.99104292,,,,,0.71815457,,,,,,,,25.50608712,82.50750712,0.27619149,0.83342694
SYN-0792,IFO-Valley,10.11571531,0.00426910,0.00831611,0.75622389,296,0.99132718,,,,,0.67589179,,,,,,,,25.24303955,94.69412449,0.36995813,0.79073702
SYN-0793,IFO-Hill,13.45184209,0.00385645,0.00555441,0.88141479,291,0.45613590,21.85494951,74.07129611,0.99532021,0.44584365,0.22740114,,,,,,,,,,,
SYN-0794,IFO-Bridge,20.42372313,0.00464715,0.00504985,0.79074343,291,0.64386603,,,0.96796685,,0.83959383,,,,,26.17660215,72.39982477,0.92545203,,,,
SYN-0795,IFO-Hill,12.13844960,0.00909554,0.00779517,0.80180356,293,0.51242910,22.04679217,65.06165621,0.99444292,0.46217171,0.21630260,,,,,,,,,,,
SYN-0796,IFO-Hill,8.49907056,0.00517799,0.00565737,0.75283277,297,0.55817773,31.30929010,70.40616050,0.97896636,0.52148325,0.24724813,,,,,,,,,,,
SYN-0797,IFO-Valley,18.43459128,0.00929887,0.00517292,0.77121267,289,0.99962406,,,,,0.62708814,,,,,,,,26.91476545,83.67308472,0.31749438,0.79467974
SYN-0798,IFO-Valley,21.37354330,0.00754190,0.01349045,0.84278965,294,0.99907087,,,,,0.64895030,,,,,,,,33.66675410,85.57744829,0.29932619,0.81887236
SYN-0799,IFO-Valley,23.75160533,0.00492026,0.01197839,0.75122154,294,0.96672893,,,,,0.68937425,,,,,,,,37.58472993,101.64186636,0.36461669,0.88382181
SYN-0800,IFO-Valley,23.79899469,0.00332012,0.01294086,0.80762041,286,0.96783499,,,,,0.66152702,,,,,,,,36.16369469,98.35848189,0.38454752,0.89672005
SYN-0801,IFO-Slope,11.44176681,0.00557229,0.01329405,0.79528446,300,0.99154606,,,,,0.23908854,0.62686324,12.28879286,152.30056824,0.11724434,,,,,,,
SYN-0802,IFO-Slope,8.17816945,0.00707433,0.00957388,0.72307060,291,0.97734461,,,,,0.31821438,0.58549520,12.04101639,218.17598513,0.14466311,,,,,,,
SYN-0803,IFO-Bridge,9.78443183,0.00856749,0.00841546,0.90851906,290,0.66638205,,,0.99136401,,0.87203293,,,,,29.23577968,63.63431332,0.97572501,,,,
SYN-0804,IFO-Hill,15.77555894,0.00890381,0.00523218,0.91970687,290,0.50982735,23.27336036,65.52135152,0.99769974,0.39108406,0.34602069,,,,,,,,,,,
SYN-0805,IFO-Valley,23.99341553,0.00979851,0.00665994,0.78488923,289,0.95264185,,,,,0.62775264,,,,,,,,38.27636816,104.50656640,0.32860808,0.88802530
SYN-0806,IFO-Valley,21.01057287,0.00796343,0.00463032,0.90886345,293,0.97276310,,,,,0.59417557,,,,,,,,35.40754457,90.55519696,0.38710869,0.79708063
SYN-0807,IFO-Slope,16.49220594,0.00925656,0.01204135,0.90779018,292,0.96710054,,,,,0.27996707,0.62257636,17.03742378,201.82541589,0.12955245,,,,,,,
SYN-0808,IFO-Bridge,21.63141946,0.00554092,0.00546650,0.84471758,297,0.68418438,,,0.99184886,,0.80634416,,,,,30.85829223,72.24985965,0.96281310,,,,
SYN-0809,IFO-Hill,17.00749202,0.00671649,0.00868038,0.90415828,291,0.56017806,21.24848257,69.22806361,0.98000388,0.48963174,0.25711309,,,,,,,,,,,
SYN-0810,IFO-Slope,18.69662353,0.00470042,0.01357242,0.86620442,297,0.97092610,,,,,0.29283052,0.51862681,14.62664713,189.80122731,0.10332876,,,,,,,
SYN-0811,IFO-Hill,22.49344605,0.00527183,0.00685178,0.81528678,298,0.57262452,24.55000521,63.38798616,0.97009097,0.47312356,0.21586934,,,,,,,,,,,
SYN-0812,IFO-Valley,16.19385038,0.00559376,0.00510937,0.91348741,287,0.97817961,,,,,0.59514899,,,,,,,,40.83952088,80.46302545,0.42151983,0.91407889
SYN-0813,IFO-Hill,19.45102881,0.00372724,0.00748242,0.91615374,292,0.46933232,31.17536498,67.14776878,0.97513437,0.44474827,0.22069800,,,,,,,,,,,
SYN-0814,IFO-Bridge,23.64557975,0.00324768,0.01308922,0.80342950,292,0.62957936,,,0.98939118,,0.82173213,,,,,20.02682192,63.12986209,0.95763574,,,,
SYN-0815,IFO-Slope,19.66492003,0.00373029,0.01396722,0.79487759,287,0.98823918,,,,,0.25648144,0.65912248,18.17531231,197.14091905,0.11767016,,,,,,,
SYN-0816,IFO-Slope,18.04574754,0.00619120,0.01024433,0.73660225,288,0.99627908,,,,,0.32491826,0.50783565,12.92749020,217.40589626,0.10484689,,,,,,,
SYN-0817,IFO-Valley,8.23942896,0.00727072,0.01220648,0.72873925,296,0.99661724,,,,,0.72679530,,,,,,,,37.52400778,81.78267363,0.32853965,0.87652618
SYN-0818,IFO-Hill,16.20834948,0.00481421,0.01227962,0.85126105,293,0.61664591,29.91317536,58.85738344,0.99202230,0.48226141,0.33193088,,,,,,,,,,,
SYN-0819,IFO-Hill,10.69265534,0.00748447,0.00762374,0.80800510,291,0.52562219,18.28028374,57.72398254,0.98913175,0.51946956,0.26573694,,,,,,,,,,,
SYN-0820,IFO-Hill,15.95053462,0.00913012,0.00722616,0.78601004,284,0.48675100,17.49459736,61.46327618,0.97157334,0.46608906,0.32442614,,,,,,,,,,,
SYN-0821,IFO-Slope,11.33759026,0.00612182,0.01264124,0.90453775,292,0.98638730,,,,,0.27814762,0.57067362,15.91743873,218.14101543,0.08313879,,,,,,,
SYN-0822,IFO-Valley,23.45786245,0.00893842,0.01070580,0.76184433,294,0.95506145,,,,,0.65734193,,,,,,,,33.41317375,95.03431305,0.40717059,0.79856526
SYN-0823,IFO-Valley,12.54433652,0.00860730,0.00964520,0.90332297,290,0.99960181,,,,,0.69517789,,,,,,,,40.12158370,81.33818926,0.40022544,0.91855872
SYN-0824,IFO-Valley,21.39970214,0.00463053,0.00759705,0.75099787,293,0.97363723,,,,,0.70294205,,,,,,,,37.53853937,102.49336198,0.42682661,0.82696396
SYN-0825,IFO-Slope,13.01150091,0.00329902,0.00554743,0.81603370,289,0.99759089,,,,,0.29222626,0.51683694,18.52812289,185.89816792,0.09816036,,,,,,,
SYN-0826,IFO-Hill,14.39992871,0.00667426,0.00419999,0.76338107,291,0.52706692,19.51308544,61.21977277,0.99459096,0.49502769,0.21872304,,,,,,,,,,,
SYN-0827,IFO-Bridge,12.15745353,0.00539059,0.01200777,0.76199436,295,0.57320310,,,0.97118947,,0.82992949,,,,,22.15297946,59.17838977,0.93650313,,,,
SYN-0828,IFO-Slope,22.49637911,0.00727008,0.00417325,0.91418384,296,0.99228702,,,,,0.28298528,0.49859636,10.40331386,172.04454494,0.09480907,,,,,,,
SYN-0829,IFO-Slope,18.50464252,0.00401240,0.01014364,0.84630961,295,0.99617297,,,,,0.22648951,0.61829388,16.84306758,152.78005113,0.09797095,,,,,,,
SYN-0830,IFO-Valley,21.09521542,0.00700208,0.00954957,0.75904140,284,0.98414397,,,,,0.58480041,,,,,,,,38.77940651,98.55363974,0.37093052,0.85553662
SYN-0831,IFO-Bridge,15.24881114,0.00870080,0.00434744,0.90114831,297,0.65911552,,,0.96325225,,0.77517689,,,,,23.98115649,76.07660060,0.94831802,,,,
SYN-0832,IFO-Slope,11.11635193,0.00889524,0.01001180,0.79489835,292,0.99094445,,,,,0.22125527,0.62412761,11.89755767,155.24293465,0.09279525,,,,,,,
SYN-0833,IFO-Slope,12.84052013,0.00621087,0.01079055,0.87329299,292,0.98868077,,,,,0.29437590,0.56798052,12.94186737,197.07131291,0.11882631,,,,,,,
SYN-0834,IFO-Hill,18.68143703,0.00920453,0.00924077,0.74628618,291,0.58162127,20.66006865,60.27522894,0.99062574,0.49856241,0.20593078,,,,,,,,,,,
SYN-0835,IFO-Hill,10.76652572,0.00981049,0.00972553,0.86205624,288,0.61296035,27.90629557,64.91582118,0.97542860,0.47419810,0.29349772,,,,,,,,,,,
SYN-0836,IFO-Slope,22.81042546,0.00878885,0.00619157,0.91562309,292,0.99225654,,,,,0.29755174,0.58983709,18.26353296,151.98554546,0.17202849,,,,,,,
SYN-0837,IFO-Valley,9.63313779,0.00400784,0.00559975,0.74203955,298,0.96147772,,,,,0.61536041,,,,,,,,32.05177052,94.88097533,0.41310608,0.84956707
SYN-0838,IFO-Slope,14.54227190,0.00851375,0.00858513,0.80687852,289,0.99516082,,,,,0.32540590,0.52506365,11.14414659,191.59647748,0.13969771,,,,,,,
SYN-0839,IFO-Valley,22.36337463,0.00896104,0.00715850,0.80041018,295,0.99483737,,,,,0.69484648,,,,,,,,32.23140056,94.09418548,0.42422404,0.83116358
SYN-0840,IFO-Valley,22.53170286,0.00378509,0.01105471,0.91829248,294,0.99520011,,,,,0.65328838,,,,,,,,32.15702533,99.89488993,0.41197702,0.80771442
SYN-0841,IFO-Hill,8.75594847,0.00965072,0.00698530,0.79529692,297,0.56886063,22.50706873,61.17324023,0.97196319,0.43015455,0.26644342,,,,,,,,,,,
SYN-0842,IFO-Valley,17.83549314,0.00556977,0.01055494,0.87882400,287,0.97891017,,,,,0.62866320,,,,,,,,37.85662447,103.26324303,0.40260943,0.79984129
SYN-0843,IFO-Hill,17.31222615,0.00382902,0.01292244,0.79587916,286,0.48837466,31.77808115,64.85106086,0.99482210,0.44110911,0.30491750,,,,,,,,,,,
SYN-0844,IFO-Valley,9.19416955,0.00365639,0.00833901,0.79526164,293,0.98722760,,,,,0.67063908,,,,,,,,27.68742058,78.06841161,0.29007845,0.86102391
SYN-0845,IFO-Hill,10.00316325,0.00396732,0.00572608,0.82660053,295,0.51270182,22.28046269,62.60950207,0.98150201,0.42281518,0.28878889,,,,,,,,,,,
SYN-0846,IFO-Hill,17.32215442,0.00551730,0.01137578,0.83207065,284,0.45527841,21.10715195,63.80661929,0.98487471,0.47191721,0.28092323,,,,,,,,,,,
SYN-0847,IFO-Slope,22.00698265,0.00541644,0.00725348,0.73996983,299,0.96856944,,,,,0.33963012,0.48098123,19.12139360,176.36978646,0.16025027,,,,,,,
SYN-0848,IFO-Bridge,12.41724512,0.00666383,0.01268142,0.89066981,300,0.66154145,,,0.98190501,,0.83053534,,,,,27.80244774,64.99660316,0.95441583,,,,
SYN-0849,IFO-Valley,18.86973879,0.00317317,0.00441689,0.73479801,287,0.98601561,,,,,0.61853144,,,,,,,,32.71840107,103.10783830,0.40629646,0.84218117
SYN-0850,IFO-Slope,18.38858059,0.00308014,0.01189601,0.79651061,293,0.99777438,,,,,0.34248289,0.50174675,15.68827192,205.58742991,0.13527623,,,,,,,
SYN-0851,IFO-Bridge,20.02169827,0.00735404,0.01308507,0.84837120,291,0.60599700,,,0.96248455,,0.79674038,,,,,31.43935167,68.12978156,0.95113181,,,,
SYN-0852,IFO-Hill,17.07604144,0.00788738,0.01161041,0.87560698,292,0.47540620,20.31306550,55.09592697,0.97300265,0.47861927,0.34114497,,,,,,,,,,,
SYN-0853,IFO-Hill,18.72978619,0.00928713,0.00784358,0.89691408,288,0.51075381,28.63422653,56.32412130,0.97983806,0.46128220,0.28129372,,,,,,,,,,,
SYN-0854,IFO-Slope,14.43417061,0.00583857,0.01079810,0.86033907,292,0.98987052,,,,,0.34566301,0.56277885,15.09861017,219.86298043,0.16286646,,,,,,,
SYN-0855,IFO-Valley,18.20524346,0.00494460,0.01267885,0.89888449,293,0.96950516,,,,,0.63859022,,,,,,,,34.31992102,94.50519563,0.32331591,0.84598027
SYN-0856,IFO-Valley,14.14578404,0.00983573,0.01211819,0.84543273,290,0.98518971,,,,,0.65902436,,,,,,,,24.74485351,97.07243816,0.34679995,0.82953889
SYN-0857,IFO-Bridge,19.62173635,0.00485046,0.00584589,0.84657640,295,0.61702324,,,0.98159994,,0.78460043,,,,,22.60781822,79.92567235,0.96572893,,,,
SYN-0858,IFO-Bridge,20.39581646,0.00713816,0.00586306,0.84298648,286,0.63071234,,,0.97344380,,0.82232335,,,,,21.43480748,60.23308379,0.96086814,,,,
SYN-0859,IFO-Hill,11.09168517,0.00736361,0.00690734,0.82939390,283,0.52610336,17.95537763,72.37902191,0.97180169,0.42220160,0.25932506,,,,,,,,,,,
SYN-0860,IFO-Slope,17.74572558,0.00383145,0.01076233,0.75769090,285,0.97829009,,,,,0.28493565,0.54731537,17.21343967,186.14674931,0.10908212,,,,,,,
SYN-0861,IFO-Slope,20.74040494,0.00685020,0.00506364,0.75165438,287,0.99412927,,,,,0.27816365,0.60328970,11.55108923,177.70255084,0.13093413,,,,,,,
SYN-0862,IFO-Bridge,13.14059738,0.00368418,0.01073534,0.90182294,300,0.64325452,,,0.96284652,,0.85269755,,,,,31.63024398,79.79825644,0.94738393,,,,
SYN-0863,IFO-Valley,21.58276711,0.00326670,0.00881033,0.85844722,293,0.95728966,,,,,0.69137373,,,,,,,,39.37893890,100.50805062,0.27656812,0.85296222
SYN-0864,IFO-Hill,12.88869092,0.00466827,0.00459987,0.79220563,291,0.52223156,23.47063827,59.58542773,0.98608757,0.48483693,0.32483567,,,,,,,,,,,
SYN-0865,IFO-Hill,19.60496698,0.00487336,0.01183992,0.83422439,299,0.55994767,30.37868754,68.34531904,0.98020031,0.49038440,0.34351797,,,,,,,,,,,
SYN-0866,IFO-Valley,11.13272653,0.00360004,0.01263782,0.83553089,292,0.97622727,,,,,0.71261549,,,,,,,,27.59485547,100.90173856,0.34878568,0.84206044
SYN-0867,IFO-Slope,19.02964922,0.00632844,0.01190842,0.83594508,297,0.96534263,,,,,0.24862182,0.65880196,10.41802287,181.92204627,0.12254251,,,,,,,
SYN-0868,IFO-Valley,11.39124208,0.00907161,0.01095297,0.76886880,296,0.98516815,,,,,0.66017527,,,,,,,,27.38541766,86.84469215,0.35543363,0.81346537
SYN-0869,IFO-Slope,8.74296017,0.00320027,0.01313950,0.85109809,295,0.98487983,,,,,0.32188421,0.57936340,19.03700985,186.90612701,0.16763430,,,,,,,
SYN-0870,IFO-Slope,20.70199397,0.00736074,0.00598115,0.80709221,292,0.97637164,,,,,0.29797270,0.57316558,18.22793859,193.63681554,0.13168125,,,,,,,
SYN-0871,IFO-Hill,16.46613001,0.00651660,0.01294568,0.75240506,293,0.50527213,31.77972934,66.87050119,0.99257482,0.43712351,0.23391847,,,,,,,,,,,
SYN-0872,IFO-Hill,16.42818164,0.00514617,0.00589370,0.80796747,296,0.57892116,23.34936138,56.37255015,0.98950755,0.41447408,0.27393529,,,,,,,,,,,
SYN-0873,IFO-Slope,23.76014697,0.00928521,0.00462775,0.75109054,293,0.96107728,,,,,0.20667229,0.60185102,15.53350417,145.19558674,0.08208166,,,,,,,
SYN-0874,IFO-Bridge,17.15760109,0.00425467,0.00434675,0.75932857,299,0.58464660,,,0.98364531,,0.83562071,,,,,19.04211664,65.80505654,0.96398059,,,,
SYN-0875,IFO-Bridge,14.85441065,0.00437123,0.01344153,0.87693190,295,0.66469092,,,0.99560366,,0.80533813,,,,,26.05195023,81.68819490,0.96904212,,,,
SYN-0876,IFO-Bridge,14.10696093,0.00664776,0.00610569,0.78805436,293,0.56511263,,,0.99390673,,0.78011989,,,,,18.01003409,76.34844437,0.96603357,,,,
SYN-0877,IFO-Hill,22.42510719,0.00597788,0.00949346,0.75761412,289,0.61807939,28.71855051,67.73895976,0.98177660,0.47138994,0.22653922,,,,,,,,,,,
SYN-0878,IFO-Bridge,22.98702050,0.00326449,0.00922718,0.86544526,293,0.67963898,,,0.98748641,,0.87990204,,,,,33.99240848,76.15759133,0.97215932,,,,
SYN-0879,IFO-Bridge,18.20373220,0.00481937,0.01167545,0.74588871,296,0.56133507,,,0.99783137,,0.81247258,,,,,25.41183400,59.15108613,0.97595517,,,,
SYN-0880,IFO-Bridge,8.19956290,0.00964713,0.00585372,0.91550362,296,0.64041806,,,0.99804738,,0.78149883,,,,,20.35025833,75.65076326,0.98413119,,,,
SYN-0881,IFO-Hill,14.35272139,0.00562917,0.01179562,0.82594186,299,0.48168590,21.15737050,74.04532846,0.99812784,0.49661928,0.28916025,,,,,,,,,,,
SYN-0882,IFO-Bridge,11.08036653,0.00945193,0.00693341,0.87147072,289,0.63686670,,,0.97207697,,0.87645480,,,,,28.91067465,61.82618562,0.93705634,,,,
SYN-0883,IFO-Slope,15.49892108,0.00490625,0.00915388,0.74459818,292,0.97079422,,,,,0.27760810,0.64068811,15.45594881,195.59276449,0.13871614,,,,,,,
SYN-0884,IFO-Hill,18.44811786,0.00703800,0.00737667,0.83147659,297,0.56406830,27.43803577,66.33576859,0.99459361,0.45098154,0.33797809,,,,,,,,,,,
SYN-0885,IFO-Slope,13.24037442,0.00669028,0.00654330,0.84373099,294,0.99354820,,,,,0.23994152,0.62345634,15.57925414,167.56227716,0.10289651,,,,,,,
SYN-0886,IFO-Valley,13.11681910,0.00410098,0.01245539,0.80359184,296,0.99863934,,,,,0.62744093,,,,,,,,40.99787339,95.69177611,0.39310442,0.90670174
SYN-0887,IFO-Valley,8.54425709,0.00796650,0.01131025,0.75078979,288,0.99068935,,,,,0.68300514,,,,,,,,30.88880689,80.38555267,0.39344245,0.91269402
SYN-0888,IFO-Valley,11.20818744,0.00382440,0.00899062,0.81662153,289,0.96057713,,,,,0.66926667,,,,,,,,36.41004439,102.69941657,0.31575900,0.88141116
SYN-0889,IFO-Slope,18.40517338,0.00943458,0.01351446,0.75361081,290,0.97562144,,,,,0.25914565,0.61205236,11.91449474,154.52333832,0.13571309,,,,,,,
SYN-0890,IFO-Hill,11.27799265,0.00597371,0.01234933,0.72983340,291,0.59002685,18.47328863,63.91193401,0.97915157,0.40150532,0.24497103,,,,,,,,,,,
SYN-0891,IFO-Hill,20.37591502,0.00939800,0.01180400,0.87131904,294,0.61612214,31.18870826,63.68100967,0.97666185,0.44927205,0.33533887,,,,,,,,,,,
SYN-0892,IFO-Valley,13.77067875,0.00343922,0.00906976,0.89014998,296,0.97641412,,,,,0.66290514,,,,,,,,37.34835184,84.72750208,0.31415680,0.82039483
SYN-0893,IFO-Bridge,21.90823534,0.00309411,0.00678182,0.88596531,289,0.66674428,,,0.98704613,,0.78212679,,,,,20.79414485,68.95395392,0.97012221,,,,
SYN-0894,IFO-Valley,19.75896096,0.00539786,0.01363817,0.81309346,284,0.96444638,,,,,0.62408289,,,,,,,,37.81588314,93.40986989,0.35438568,0.79105423
SYN-0895,IFO-Valley,15.98804347,0.00584040,0.00436452,0.87310539,290,0.99298892,,,,,0.71143330,,,,,,,,38.70965406,101.54793367,0.41679856,0.84031112
SYN-0896,IFO-Bridge,23.52330718,0.00418661,0.00417459,0.83594565,285,0.61541132,,,0.96268878,,0.79356951,,,,,28.45911043,61.92674937,0.94427756,,,,
SYN-0897,IFO-Slope,23.70952796,0.00474263,0.00933407,0.84511633,290,0.98904042,,,,,0.25801847,0.58349368,18.73638685,176.51887859,0.09944115,,,,,,,
SYN-0898,IFO-Valley,9.68032435,0.00920848,0.00658744,0.83469369,296,0.98613183,,,,,0.60900075,,,,,,,,25.12724852,103.57227727,0.34400273,0.80898930
SYN-0899,IFO-Slope,14.25686987,0.00642366,0.00553538,0.85040391,291,0.97344575,,,,,0.27125346,0.53704953,15.38884927,152.75054221,0.12391423,,,,,,,
SYN-0900,IFO-Valley,15.23556472,0.00904424,0.01038077,0.85707020,296,0.98854188,,,,,0.59786125,,,,,,,,28.84636388,97.61958341,0.40433292,0.89265538
SYN-0901,IFO-Slope,19.22012261,0.00322511,0.01181356,0.84098527,289,0.99359723,,,,,0.29101157,0.52004725,19.80563958,157.54366407,0.13100809,,,,,,,
SYN-0902,IFO-Bridge,13.03032264,0.00776483,0.01344584,0.81108185,299,0.54653771,,,0.99881042,,0.82257674,,,,,24.49309960,68.98566497,0.98383271,,,,
SYN-0903,IFO-Valley,13.14981703,0.00573695,0.01003556,0.84060842,294,0.97853173,,,,,0.63646800,,,,,,,,25.94878192,102.30115530,0.27800512,0.81334709
SYN-0904,IFO-Valley,19.26967282,0.00892448,0.00895801,0.80368009,286,0.97156965,,,,,0.61131715,,,,,,,,34.14878069,98.88792110,0.31275304,0.84772917
SYN-0905,IFO-Bridge,13.74981755,0.00555856,0.01206651,0.76352224,297,0.59448802,,,0.96395975,,0.86530845,,,,,21.72451205,59.73982990,0.93439466,,,,
SYN-0906,IFO-Valley,23.72164063,0.00645207,0.00460345,0.76810582,294,0.98853686,,,,,0.69915419,,,,,,,,28.37124425,95.96505586,0.42368155,0.83725804
SYN-0907,IFO-Valley,14.89730282,0.00311547,0.00676498,0.91308535,289,0.95418841,,,,,0.68306694,,,,,,,,36.13693089,90.32659975,0.31360773,0.84985383
SYN-0908,IFO-Slope,17.32508059,0.00569761,0.01207522,0.73588232,296,0.96632219,,,,,0.26448660,0.63328468,14.11053283,216.22192785,0.10700270,,,,,,,
SYN-0909,IFO-Hill,16.13714220,0.00894282,0.00569636,0.77270780,290,0.52314524,30.53851766,62.02095825,0.99662734,0.42175743,0.21726673,,,,,,,,,,,
SYN-0910,IFO-Hill,17.06442253,0.00673218,0.01204520,0.88397203,291,0.60952952,20.57549523,56.03673902,0.97279389,0.41041947,0.29216140,,,,,,,,,,,
SYN-0911,IFO-Bridge,14.97087066,0.00770665,0.00701214,0.89809477,294,0.56830159,,,0.99167300,,0.82981782,,,,,19.33217902,80.72123898,0.98639839,,,,
SYN-0912,IFO-Hill,20.69165414,0.00969054,0.01126200,0.91311553,288,0.53738071,29.41635273,56.91616439,0.97964331,0.49980376,0.27018742,,,,,,,,,,,
SYN-0913,IFO-Hill,17.40677661,0.00533008,0.00797599,0.88750817,291,0.53340116,20.64481333,57.26025809,0.97844624,0.48928353,0.34242617,,,,,,,,,,,
SYN-0914,IFO-Slope,10.32133638,0.00528993,0.01074731,0.86503458,290,0.96210322,,,,,0.26544926,0.53664723,10.31490152,179.18359361,0.09062191,,,,,,,
SYN-0915,IFO-Slope,22.54401023,0.00472613,0.00591571,0.74738475,291,0.96202149,,,,,0.30496435,0.59659727,15.46604050,210.68738408,0.14276887,,,,,,,
SYN-0916,IFO-Valley,13.08629500,0.00938609,0.01006996,0.91916086,293,0.98979530,,,,,0.71772049,,,,,,,,30.20463492,88.96082450,0.36045567,0.81860075
SYN-0917,IFO-Slope,10.99759300,0.00752502,0.01288856,0.91082408,288,0.99281900,,,,,0.32592137,0.57164425,16.87948107,228.65996007,0.13522338,,,,,,,
SYN-0918,IFO-Valley,18.30432609,0.00337046,0.00967208,0.84219238,292,0.97893223,,,,,0.65671098,,,,,,,,36.77636716,88.72083558,0.42171311,0.89411666
SYN-0919,IFO-Hill,18.11176688,0.00842616,0.00579553,0.77311193,297,0.57016221,19.30788128,62.14940261,0.98298179,0.53572322,0.20415227,,,,,,,,,,,
SYN-0920,IFO-Bridge,8.44727957,0.00991375,0.00575858,0.90992004,283,0.67080876,,,0.97820194,,0.77231444,,,,,19.47907341,55.54236303,0.93452780,,,,
SYN-0921,IFO-Slope,20.02823563,0.00357793,0.00715552,0.91881992,297,0.99099513,,,,,0.24631614,0.59654339,16.39071895,151.34995539,0.11509136,,,,,,,
SYN-0922,IFO-Hill,19.38897368,0.00392020,0.01102256,0.85478092,293,0.53987792,22.99073132,58.13299008,0.97812734,0.52077477,0.28875025,,,,,,,,,,,
SYN-0923,IFO-Valley,8.37153395,0.00827901,0.00952411,0.75380034,287,0.99430859,,,,,0.71508403,,,,,,,,33.31355214,101.43830702,0.33550257,0.90299155
SYN-0924,IFO-Bridge,19.89806691,0.00510519,0.00487895,0.80699197,290,0.56781968,,,0.97677715,,0.78001546,,,,,18.12655296,60.10197988,0.93686693,,,,
SYN-0925,IFO-Bridge,20.73938504,0.00637295,0.01032760,0.81806940,296,0.62749954,,,0.97190367,,0.83866861,,,,,31.23342174,59.66417483,0.93338981,,,,
SYN-0926,IFO-Bridge,10.97514829,0.00740116,0.00608942,0.88048467,293,0.59773618,,,0.98151615,,0.81266730,,,,,20.95826782,70.95705520,0.94786823,,,,
SYN-0927,IFO-Valley,19.29703321,0.00491054,0.01240368,0.83954986,293,0.99177256,,,,,0.61736821,,,,,,,,24.90981540,101.14978797,0.27380785,0.83614788
SYN-0928,IFO-Bridge,22.63263572,0.00657327,0.01093470,0.75350294,291,0.64355091,,,0.98498197,,0.85158206,,,,,23.68085328,80.55628236,0.97828708,,,,
SYN-0929,IFO-Slope,16.63145668,0.00902918,0.00829373,0.82072284,297,0.99861541,,,,,0.31654175,0.58051069,12.91930429,178.51382062,0.16574759,,,,,,,
SYN-0930,IFO-Bridge,15.02302261,0.00996117,0.01117890,0.86986514,292,0.56539728,,,0.96355243,,0.84902282,,,,,31.02644582,79.18125326,0.95468680,,,,
SYN-0931,IFO-Slope,11.81997106,0.00673473,0.00572196,0.76775952,292,0.98217472,,,,,0.33400650,0.52597568,14.12215207,219.83461535,0.12976770,,,,,,,
SYN-0932,IFO-Hill,9.54366124,0.00952328,0.01390118,0.82521913,296,0.51112697,20.64878661,62.03031352,0.98240840,0.49916473,0.26599391,,,,,,,,,,,
SYN-0933,IFO-Bridge,8.42545088,0.00645259,0.01369240,0.72257957,288,0.65234056,,,0.96643557,,0.87195070,,,,,21.36443061,60.76708981,0.94453845,,,,
SYN-0934,IFO-Slope,22.43447233,0.00538029,0.01325692,0.87055010,299,0.96017769,,,,,0.30853246,0.58393335,13.67982325,166.28300326,0.17617825,,,,,,,
